ID,Address,Email,Password,Name,City,Longitude,State,Source,Birth Date,Zip,Latitude,Created At
1879,1579 Northeast 178th Place,uriel-eichmann@yahoo.com,9fb06131-9031-4311-bb80-90df9d0565c1,Uriel Eichmann,Citra,"-82,12",FL,Twitter,"fevereiro 18, 1986",32113,"29,41","julho 11, 2016, 12:29 PM"
1880,164 Rocky Hill Road,nayeli.becker@yahoo.com,dfb084fe-6c65-4d9d-a46e-8e715a54c736,Nayeli Becker,Scituate,"-71,62",RI,Organic,"maio 1, 1998",2857,"41,85","fevereiro 11, 2019, 9:11 PM"
1881,955-1163 V-20 C,jalon-brakus@hotmail.com,61c9b2ca-f9f7-459d-86eb-33af1e49c229,Jalon Brakus,Highlandville,"-93,37",MO,Facebook,"agosto 2, 1998",65669,"36,9","outubro 10, 2016, 4:27 AM"
1882,81140-81160 County 983 Road,vallie-hamill@yahoo.com,3cad5ae8-306a-4b35-9bfc-dc7c2b729212,Vallie Hamill,Helix,"-118,77",OR,Affiliate,"outubro 8, 1965",97835,"45,87","novembro 20, 2017, 6:00 AM"
1883,1831 255th Street,senger.eleanora@gmail.com,49298ade-ebbe-4252-8241-45f4587fe5e3,Eleanora Senger,Manchester,"-91,44",IA,Twitter,"janeiro 10, 1978",52057,"42,42","outubro 29, 2016, 8:50 PM"
1884,6945 North O Street,heidenreich.adelia@gmail.com,1efd4db2-9d7d-4405-b291-b7acb66a4607,Adelia Heidenreich,Braman,"-97,26",OK,Google,"março 27, 1967",74632,"36,9","novembro 15, 2017, 1:58 AM"
1885,1600-1620 Hurley Court,kiel.hyatt@gmail.com,7844f2c8-33ae-4cd8-b7c9-57198f7a9ae3,Kiel Hyatt,Tracy,"-121,45",CA,Facebook,"maio 5, 1968",95376,"37,75","outubro 9, 2017, 6:17 PM"
1886,W18444 Hoffy Road,walker.hailie@yahoo.com,cec66e01-7af5-4e79-a366-faa446f972b8,Hailie Walker,Germfask,"-85,81",MI,Twitter,"junho 8, 1960",49836,"46,22","fevereiro 20, 2019, 8:04 PM"
1887,1476-1498 B Road,monahan.desmond@hotmail.com,5572aada-4985-41cb-9e08-122868534b6a,Desmond Monahan,West Point,"-96,75",NE,Twitter,"outubro 8, 1986",68788,"41,76","dezembro 25, 2017, 5:06 PM"
1888,340 Witt Road,elinor.douglas@gmail.com,221fdbe0-55af-4a06-8642-83474b198041,Elinor Douglas,Clewiston,"-81,2",FL,Affiliate,"abril 26, 1959",33440,"26,76","julho 20, 2018, 6:26 AM"
1889,323-355 Irvine Road,hickle-billy@yahoo.com,4af574c3-5514-4ca3-9965-6aa56e420c40,Billy Hickle,Douglas,"-105,35",WY,Facebook,"fevereiro 26, 1968",82633,"42,69","junho 15, 2016, 2:04 PM"
1890,1002 Condon Grove Lane,freeda.swaniawski@hotmail.com,1f6bb276-eaa4-46ee-9159-bf3d80208694,Freeda Swaniawski,Milburn,"-96,58",OK,Organic,"abril 13, 1998",73450,"34,23","setembro 16, 2016, 4:09 PM"
1891,58101-58155 853rd Road,justyn-nikolaus@gmail.com,4b8ed401-fb80-478f-a96a-19c93a4f17aa,Justyn Nikolaus,Wakefield,"-96,92",NE,Google,"março 15, 1976",68784,"42,19","junho 22, 2016, 2:33 AM"
1892,1095 Buxton Road,langosh.cathrine@gmail.com,a868ffa6-ce62-431f-a4fc-a96ccd14e0fe,Cathrine Langosh,Spencer,"-90,3",WI,Affiliate,"maio 6, 1999",54479,"44,81","janeiro 28, 2019, 12:12 PM"
1893,350 North League Line Road,delfina-luettgen@gmail.com,d3a1acb9-7a39-4c5c-b4b3-32adbb7dc573,Delfina Luettgen,Trinidad,"-96,08",TX,Affiliate,"janeiro 4, 1986",75163,"32,15","outubro 7, 2018, 4:21 AM"
1894,15436 County Highway 5,baylee-kassulke@yahoo.com,1dae4e84-9add-46fd-a108-01250b01dc27,Baylee Kassulke,Springfield,"-94,96",MN,Google,"maio 7, 1993",56087,"44,19","janeiro 9, 2018, 2:02 PM"
1895,6642 Shongo Valley Road,rogahn-meta@hotmail.com,2e8261c5-e7c2-4670-a1ac-e6024b3b6b04,Meta Rogahn,Fillmore,"-78,11",NY,Google,"fevereiro 28, 1975",14735,"42,41","junho 8, 2016, 2:28 AM"
1896,3435 McConnell Road,casimer-mitchell@hotmail.com,8e7c01e8-ad30-4112-bfb4-c262405ff215,Casimer Mitchell,Greensboro,"-79,72",NC,Organic,"maio 17, 1984",27405,"36,06","abril 23, 2018, 1:21 AM"
1897,192-198 Agrico Lane,berry.hirthe@hotmail.com,1a0b0479-491e-4403-9f0c-6551d20b3de3,Berry Hirthe,Seymour,"-85,86",IN,Google,"março 7, 1970",47274,"38,96","junho 23, 2016, 9:21 AM"
1898,86204 California 70,virginia-macejkovic@yahoo.com,976ed8a7-168a-4ba6-9eca-0e86c2ef750e,Virginia Macejkovic,Beckwourth,"-120,3",CA,Affiliate,"junho 4, 1995",96129,"39,81","agosto 20, 2017, 2:00 AM"
1899,1422 Kentucky 138,murl.abbott@gmail.com,df033e6a-4594-4703-9743-88533ccb428f,Murl Abbott,Dixon,"-87,64",KY,Affiliate,"janeiro 14, 1992",42409,"37,53","maio 13, 2016, 4:27 PM"
1900,227-257 Southeast 140 Avenue,warren.gulgowski@hotmail.com,ddfaf131-a102-4aff-b9ab-3a42672aa6f1,Warren Gulgowski,Ellinwood,"-98,52",KS,Facebook,"agosto 26, 1959",67526,"38,33","agosto 12, 2017, 5:23 PM"
1901,229 George Parks Highway,martin-greenholt@hotmail.com,e9df56cf-5a2b-4639-8647-a9878e1419ca,Martin Greenholt,Denali National Park and Preserve,"-148,79",AK,Affiliate,"novembro 23, 1977",99755,"63,63","outubro 2, 2017, 10:32 AM"
1902,1602 Cabin Creek Road,jace-kihn@yahoo.com,8e7303e0-6445-46dc-9fb4-3452b0a13e41,Jace Kihn,Fallon,"-104,74",MT,Facebook,"agosto 7, 1975",59326,"46,74","julho 24, 2018, 4:11 AM"
1903,201 Lennington Street,bahringer-arturo@hotmail.com,edf21752-1992-4061-a8af-1b685f59954c,Arturo Bahringer,Roland,"-94,5",OK,Twitter,"maio 1, 1992",74954,"35,43","setembro 27, 2017, 10:12 PM"
1904,13684 US Highway 95,cassin.mario@hotmail.com,f68a0eac-ecac-4f0d-813d-8d27e4035729,Mario Cassin,Marsing,"-116,87",ID,Organic,"outubro 31, 1974",83639,"43,36","agosto 24, 2016, 8:46 AM"
1905,3930 County Road 312,thurman-pouros@hotmail.com,147ad1f4-985f-4fc2-b5ec-0d6f91452871,Thurman Pouros,Frankston,"-95,55",TX,Affiliate,"fevereiro 7, 1985",75763,"32,04","junho 19, 2018, 3:43 PM"
1906,8101-8199 Chico Road Northeast,smith-price@yahoo.com,05691829-d09c-41da-baab-0b55fb646acc,Price Smith,Albuquerque,"-106,56",NM,Organic,"agosto 20, 1963",87108,"35,08","maio 25, 2018, 9:22 PM"
1907,18240 Quarry Road,koelpin-deondre@yahoo.com,1a75292e-0581-466e-a4c3-0e7d4ff2aea8,Deondre Koelpin,Gillespie,"-89,81",IL,Organic,"julho 5, 1975",62033,"39,16","setembro 26, 2018, 7:55 PM"
1908,201 Dysart Drive,jadyn-rice@hotmail.com,dfcb2d6f-77eb-4b20-a02b-c7890162188d,Jadyn Rice,Dysart,"-78,56",PA,Google,"julho 9, 1968",16636,"40,6","março 21, 2017, 6:18 AM"
1909,2869 Bashaw Road,jacobs.norris@gmail.com,15a4a79c-1306-4c6a-9cd0-d80b71451a63,Norris Jacobs,Orofino,"-116,02",ID,Facebook,"dezembro 19, 1986",83544,"46,55","agosto 28, 2016, 4:27 AM"
1910,14119 Haven Lane,harvey-nikolaus@hotmail.com,0048ce5b-8c97-41dd-9693-f1132ab5e567,Harvey Nikolaus,Neosho,"-94,46",MO,Affiliate,"abril 2, 1972",64850,"36,86","abril 24, 2017, 6:08 PM"
1911,9954 California 167,talon.kreiger@gmail.com,2e74206c-da9b-4296-a822-10d08b69264f,Talon Kreiger,Bridgeport,"-118,99",CA,Twitter,"novembro 9, 1979",93517,"38,1","março 26, 2017, 4:40 PM"
1912,1217 Gosser Ridge Road,loy.gleichner@yahoo.com,336415db-d663-4e14-baa4-ad19688cfd22,Loy Gleichner,Liberty,"-84,91",KY,Twitter,"maio 4, 1998",42539,"37,29","agosto 5, 2016, 6:46 AM"
1913,1748 Fred Hall Road,joana-pfeffer@gmail.com,955fdd2e-520e-4ea2-93f0-e262f341a176,Joana Pfeffer,Gordon,"-83,31",GA,Facebook,"novembro 24, 1959",31031,"32,94","dezembro 23, 2017, 7:30 AM"
1914,53401-54799 506th Avenue Northwest,lawson.heidenreich@hotmail.com,28890158-795e-4fa2-bb39-f4dbf4fb21a2,Lawson Heidenreich,Bowbells,"-102,14",ND,Twitter,"janeiro 13, 1994",58721,"48,76","agosto 27, 2017, 12:47 PM"
1915,2327-2391 Turquoise Trail,gibson.eveline@hotmail.com,d2112dfb-c561-4a1a-935f-035181e59914,Eveline Gibson,Los Cerrillos,"-106,21",NM,Facebook,"agosto 26, 1960",87010,"35,34","setembro 24, 2016, 7:10 PM"
1916,2265 Adel Lane,adams.augustus@gmail.com,7b27d22a-4fd7-4d26-a8fd-9fcfdecc8a5f,Augustus Adams,Cascade,"-111,65",MT,Affiliate,"fevereiro 2, 1994",59421,"47,02","dezembro 21, 2018, 6:45 PM"
1917,601-681 24th Street Northwest,elnora-langosh@gmail.com,cc2cd496-2cca-419f-955e-b3606ee53d91,Elnora Langosh,Butte,"-100,73",ND,Google,"maio 10, 1970",58723,"47,76","março 4, 2017, 5:14 AM"
1918,752 Tepusquet Road,zackery.bailey@gmail.com,664642db-fd9c-4ad1-a62e-2f4775e3d8f9,Zackery Bailey,Santa Maria,"-120,19",CA,Twitter,"novembro 22, 1966",93454,"34,99","fevereiro 10, 2018, 10:11 AM"
1919,1678-1684 Baxter Avenue,olson-lukas@hotmail.com,a5577513-1879-4497-8aa9-46e6d24ae94d,Lukas Olson,Jesup,"-92,06",IA,Facebook,"junho 30, 1969",50648,"42,54","setembro 11, 2017, 8:28 AM"
1920,1085-1249 Wire Road East,viviane-cummerata@yahoo.com,a64648bb-9d85-4bcf-b367-12e6d00ccb88,Viviane Cummerata,Perkinston,"-89,04",MS,Google,"abril 6, 1968",39573,"30,74","agosto 29, 2017, 9:58 AM"
1921,31703 North River Road Way,kayli-ziemann@gmail.com,3d89712b-b9e6-49e1-a52e-28e9c2f10a85,Kayli Ziemann,Benton City,"-119,47",WA,Organic,"fevereiro 6, 1969",99320,"46,26","novembro 1, 2016, 1:38 AM"
1922,10722 Pine Butte Road,marge-stroman@yahoo.com,86673620-e2ee-4cd2-8828-2499741d154f,Marge Stroman,Bozeman,"-111,25",MT,Affiliate,"novembro 25, 1989",59718,"45,66","março 16, 2018, 3:42 AM"
1923,9438 Goose Creek Road,nader.bryce@gmail.com,476eca81-6794-4911-890e-f1e3a7a8226d,Bryce Nader,Bristol,"-82,18",VA,Twitter,"setembro 10, 1979",24202,"36,65","janeiro 2, 2018, 7:43 PM"
1924,1393 Coughran Road,blaze-daugherty@hotmail.com,26aeaca4-7e12-4f80-bf13-3a66a74ed529,Blaze Daugherty,Pleasanton,"-98,46",TX,Affiliate,"setembro 16, 1971",78064,"28,96","março 9, 2018, 4:25 AM"
1925,10150 North Antelope Meadows Drive,alda.kuhic@gmail.com,cb0fe722-4cfc-45cf-9a60-dad632cd950d,Alda Kuhic,Prescott Valley,"-112,33",AZ,Organic,"junho 14, 1962",86315,"34,69","outubro 14, 2016, 12:16 AM"
1926,4260-4264 Cloverfield Court,elena-herman@gmail.com,b43325c1-bed0-4698-ab5b-c5565d4a2fd5,Elena Herman,Wayland,"-85,65",MI,Twitter,"dezembro 22, 1964",49348,"42,73","junho 9, 2017, 6:25 AM"
1927,1004 Henry-Washington Road,guido-mckenzie@yahoo.com,05c9aaf5-77ed-4915-abb6-4603efea7b62,Guido McKenzie,Crawfordsville,"-91,54",IA,Google,"agosto 26, 1959",52621,"41,16","dezembro 20, 2016, 4:15 PM"
1928,2524 Minnis Drive,dominic.jacobi@yahoo.com,2f2bf767-da08-4c45-ae3a-64fbb01fffce,Dominic Jacobi,Fort Worth,"-97,24",TX,Facebook,"junho 9, 1996",76117,"32,8","setembro 3, 2016, 6:34 AM"
1929,103615 South 3490 Road,lucile-gutmann@gmail.com,7f41bfa8-590b-4b0f-b355-2e414c5115ce,Lucile Gutmann,Prague,"-96,79",OK,Affiliate,"dezembro 9, 1977",74864,"35,52","maio 13, 2016, 11:20 AM"
1930,56 Richardson Highway,cormier.lucie@hotmail.com,11426b70-3b7e-48e6-b6d0-ad3306b07209,Lucie Cormier,Valdez,"-145,24",AK,Affiliate,"fevereiro 2, 1987",99686,"61,38","agosto 17, 2016, 11:39 PM"
1931,1704 Georgia 27,bryon-ward@hotmail.com,fe0f7e58-3685-47dd-95b6-b9719a0b6b01,Bryon Ward,Georgetown,"-85,01",GA,Twitter,"junho 11, 1983",39854,"31,95","abril 21, 2016, 4:05 PM"
1932,2785 Porter Road,kshlerin-kenyatta@yahoo.com,8a1b2865-f150-4f5c-a0aa-b8699a4ffdfc,Kenyatta Kshlerin,Mason,"-89,55",TN,Google,"julho 10, 1974",38049,"35,34","novembro 3, 2017, 4:35 PM"
1933,1667 Shelco Road,rylee-upton@yahoo.com,9371aa0e-3fb6-4606-8562-5c1f84785feb,Rylee Upton,Lost Hills,"-119,76",CA,Affiliate,"novembro 20, 1992",93249,"35,7","novembro 10, 2018, 3:57 PM"
1934,23933 Point Creek Road,murray-zemlak@hotmail.com,7a75461f-65b0-48bd-8ade-920b5d39e148,Murray Zemlak,Kiel,"-88,03",WI,Twitter,"outubro 3, 1974",53042,"43,96","setembro 29, 2016, 5:04 AM"
1935,4700-5230 31st Street Southwest,braeden.ryan@hotmail.com,0a8acc75-4d10-4e8b-a509-de45963d1279,Braeden Ryan,Great Falls,"-111,36",MT,Twitter,"março 27, 1973",59404,"47,46","janeiro 19, 2018, 12:01 AM"
1936,1507 County Road 34,geovanni-effertz@yahoo.com,18c7f6df-b64e-4a84-9ee0-960ef5f60b1f,Geovanni Effertz,Bolckow,"-94,89",MO,Affiliate,"junho 12, 1967",64427,"40,1","maio 6, 2016, 10:30 PM"
1937,4081-4157 McKeown Lake Road Northwest,mcclure.greta@yahoo.com,633118e2-1a1e-4975-9bcb-00b489ac6e07,Greta McClure,Hackensack,"-94,33",MN,Affiliate,"outubro 25, 1998",56452,"46,95","janeiro 27, 2019, 2:23 PM"
1938,15492 Road 218,stamm.cyril@gmail.com,73953e44-c942-4c3c-9a3f-cafac6356056,Cyril Stamm,Cecil,"-84,53",OH,Facebook,"março 7, 1975",45821,"41,22","fevereiro 4, 2017, 7:16 AM"
1939,441 Pilgrims Rest Road,amya-marquardt@gmail.com,96983690-cfac-4ffb-91a3-bd91394deddd,Amya Marquardt,Slocomb,"-85,54",AL,Google,"dezembro 7, 1973",36375,"31,19","março 21, 2018, 10:56 PM"
1940,7117 Tarlton Road,tromp.deon@yahoo.com,6c800265-ac78-4558-b8ce-ff446c56c86e,Deon Tromp,Circleville,"-82,9",OH,Affiliate,"setembro 9, 1996",43113,"39,56","agosto 11, 2018, 12:02 PM"
1941,20000 East Plumley Road,deven-ruecker@yahoo.com,94663286-193c-4be8-83b0-e81cc1d5db98,Deven Ruecker,Palmer,"-148,79",AK,Affiliate,"dezembro 16, 1967",99645,"61,52","setembro 23, 2018, 10:28 PM"
1942,1928-1968 13th Avenue Northeast,kuhic-pink@gmail.com,8d83271d-f524-4a17-9759-9b6ced69fad0,Pink Kuhic,Mott,"-102,26",ND,Twitter,"outubro 6, 1996",58646,"46,18","novembro 16, 2018, 2:04 PM"
1943,4917 Road 20 Northeast,coleman-keebler@yahoo.com,758fecf1-320d-4302-af5c-503d1cfc9af7,Coleman Keebler,Soap Lake,"-119,39",WA,Facebook,"fevereiro 19, 1962",98851,"47,38","abril 6, 2019, 1:35 PM"
1944,1055 Smith Mill Road,torp-jany@hotmail.com,d4704b08-f8f3-4cd6-8bff-a1117e54cebf,Jany Torp,Thomson,"-82,54",GA,Twitter,"março 24, 1959",30824,"33,63","novembro 22, 2016, 4:36 AM"
1945,675 Isabella-Nashville Road,kyra.schulist@hotmail.com,a6ca91b1-310d-457c-acaa-980e89fa039e,Kyra Schulist,Tifton,"-83,58",GA,Twitter,"dezembro 9, 1972",31793,"31,41","janeiro 24, 2019, 10:17 PM"
1946,18310 North Coates Highway,thompson-logan@yahoo.com,0822e7e4-2ad5-41c6-b655-1ad05f2dc239,Logan Thompson,Brethren,"-85,93",MI,Facebook,"outubro 5, 1985",49619,"44,31","novembro 8, 2017, 8:23 PM"
1947,16385 Sullivan Avenue,buckridge-earnest@yahoo.com,d79aea03-cbc2-46cd-aa64-d21014535c8c,Earnest Buckridge,Palmer,"-149,04",AK,Organic,"agosto 23, 1977",99645,"61,53","fevereiro 22, 2017, 7:13 AM"
1948,4766 Mock Road,towne-gayle@hotmail.com,7f87550b-34c7-482a-92ca-0d4a91743e1d,Gayle Towne,Concordia,"-93,69",MO,Affiliate,"fevereiro 24, 1971",64020,"38,97","fevereiro 5, 2018, 2:58 AM"
1949,3898 Union Flat Creek Road,carley.orn@hotmail.com,2f5da671-4b2f-40d4-a763-f346d911e70b,Carley Orn,Endicott,"-117,8",WA,Google,"julho 12, 1986",99125,"46,86","junho 12, 2018, 4:15 PM"
1950,211-231 North Rateau Road,hickle-alek@hotmail.com,3da88f46-9e44-4e70-b6f1-a2fd7f2183f6,Alek Hickle,Ponchatoula,"-90,43",LA,Twitter,"julho 28, 1995",70454,"30,44","junho 19, 2017, 6:55 PM"
1951,1355 Milikruak Street,glover.sienna@hotmail.com,0583021d-0ac4-4278-89e4-b6340b33e829,Sienna Glover,Wainwright,"-160,04",AK,Twitter,"novembro 25, 1989",99782,"70,64","novembro 29, 2017, 3:09 PM"
1952,1622 Farm to Market Road 1563,eveline.jenkins@yahoo.com,d996f4dd-17c3-4dad-a0d2-84917f577682,Eveline Jenkins,Wolfe City,"-96,02",TX,Facebook,"fevereiro 25, 1995",75496,"33,37","outubro 11, 2017, 8:00 AM"
1953,116-118 Weischedel Road,shanahan-mertie@yahoo.com,3c252e8f-023f-4354-9378-58f150f32d95,Mertie Shanahan,Recluse,"-105,63",WY,Facebook,"maio 10, 1979",82725,"44,95","abril 1, 2019, 5:38 AM"
1954,2625 J Avenue,general.steuber@hotmail.com,5657693f-eab5-4f74-bb40-f6858e5a7f85,General Steuber,Williamsburg,"-92,12",IA,Affiliate,"agosto 11, 1964",52361,"41,63","setembro 13, 2018, 12:17 PM"
1955,1547 Blackwater Road,hailie.weimann@gmail.com,7ebc65c4-983f-4a65-9cb2-6a8d4bb8286d,Hailie Weimann,London,"-83,93",KY,Affiliate,"março 3, 1960",40744,"37,06","fevereiro 18, 2017, 3:27 PM"
1956,1150 County Road 118,kasandra.leffler@gmail.com,e4a0a85b-cf0d-42e0-b9a5-5c07bcda2ef6,Kasandra Leffler,Liberty,"-94,69",TX,Facebook,"junho 2, 1982",77575,30,"outubro 19, 2016, 9:12 PM"
1957,4130 470 Road,lamont.dooley@yahoo.com,cb62044a-ce28-4185-a885-32299e7269a9,Lamont Dooley,King City,"-94,5",MO,Google,"novembro 20, 1975",64463,"40,12","agosto 25, 2018, 10:06 AM"
1958,344-654 3 Way Road West,torphy.bernardo@gmail.com,b9feecf3-42a9-439a-a16b-3b4b35061294,Bernardo Torphy,Heth,"-90,6",AR,Facebook,"outubro 4, 1963",72346,"35,15","dezembro 14, 2018, 6:06 AM"
1959,4408 Owen Prather Highway,lind.annamae@gmail.com,94c254d6-473c-4d1a-a55d-8a8a1565a9c2,Annamae Lind,Piñon,"-105,41",NM,Affiliate,"outubro 24, 1958",88344,"32,61","julho 1, 2016, 11:42 PM"
1960,755 Georgia 46,price.tremayne@yahoo.com,6e16cecb-674d-400a-b5c5-b88a8e197f0a,Tremayne Price,Lyons,"-82,38",GA,Facebook,"abril 16, 1975",30436,"32,39","junho 10, 2018, 11:41 AM"
1961,7393-7999 East 1300th Road,stokes.jaylon@yahoo.com,550ab902-c535-4aa3-96ac-e2c446822e64,Jaylon Stokes,Paris,"-87,82",IL,Affiliate,"fevereiro 28, 1998",61944,"39,66","fevereiro 17, 2018, 12:54 AM"
1962,3149 Clair Carrier Road,ivory-jacobi@hotmail.com,744e9634-b7c6-4482-b41e-489d099e3f72,Ivory Jacobi,Friendship,"-78,17",NY,Google,"março 3, 1963",14739,"42,14","maio 26, 2017, 11:12 PM"
1963,2824 County Road 41,hettinger-heath@gmail.com,dd00fdc5-169e-4a17-9b7a-d4dd97406e6c,Heath Hettinger,Oakland,"-89,82",MS,Affiliate,"novembro 11, 1961",38948,"34,13","março 12, 2018, 4:40 AM"
1964,204-310 Staggs Drive,elvera-kirlin@hotmail.com,10cfc3fa-bc40-46a7-bb86-595906371537,Elvera Kirlin,Pleasant Plains,"-91,68",AR,Google,"maio 26, 1973",72568,"35,54","dezembro 27, 2016, 8:36 PM"
1965,101 Qanirtuuq Road,dibbert-eddie@hotmail.com,bf695c88-c871-4558-9672-eb67a6e17f58,Eddie Dibbert,Quinhagak,"-161,9",AK,Google,"agosto 24, 1979",99655,"59,75","setembro 8, 2017, 12:51 PM"
1966,1149 State Park Road,runolfsson.davonte@gmail.com,bd7263f5-47c5-4b97-b53a-59ad83ab8c9c,Davonte Runolfsson,Lucas,"-86,06",KY,Facebook,"outubro 23, 1988",42156,"36,86","agosto 18, 2017, 4:55 AM"
1967,N5334 Hemlock Lane,brandt-erdman@gmail.com,f54b2f4d-e42d-461c-9306-eea55553945d,Brandt Erdman,Kewaunee,"-87,6",WI,Organic,"dezembro 30, 1963",54216,"44,52","maio 16, 2018, 12:12 PM"
1968,309-605 Livermore Creek Road,demetris.tromp@yahoo.com,8e181bd6-302a-4bbb-a972-69127ce851a6,Demetris Tromp,Browning,"-113,27",MT,Affiliate,"fevereiro 2, 1973",59417,"48,74","julho 25, 2016, 7:39 AM"
1969,1325 Wideman Road,stehr-freeman@hotmail.com,44fa67f6-4409-4e3e-bb64-cffd013e1ef7,Freeman Stehr,Oxford,"-91,95",AR,Organic,"março 8, 1977",72565,"36,21","outubro 9, 2017, 11:22 PM"
1970,150 Road,clark-luettgen@gmail.com,6c76636e-5038-44c3-bba2-2f249d52a3bd,Clark Luettgen,Athol,"-98,91",KS,Facebook,"fevereiro 4, 1977",66932,"39,8","novembro 21, 2017, 3:03 AM"
1971,11332-11338 Sunrise Drive,dooley-karen@gmail.com,e83f0e06-66eb-496e-a471-99753c624073,Karen Dooley,Brownsboro,"-95,59",TX,Google,"março 11, 1988",75756,"32,3","março 14, 2019, 7:10 AM"
1972,1709 Crawford Smithonia Road,glover.kelsie@yahoo.com,e431ec78-aca5-45b6-afc6-ff04bd35ef33,Kelsie Glover,Colbert,"-83,17",GA,Twitter,"agosto 16, 1977",30628,"33,97","junho 14, 2016, 1:08 AM"
1973,34100-34248 Interstate 85 Business,bednar.lexie@yahoo.com,b599c792-91ad-466a-8bbf-7269adc5dbd0,Lexie Bednar,Greensboro,"-79,83",NC,Twitter,"fevereiro 19, 1962",27406,"36,01","dezembro 17, 2018, 5:12 PM"
1974,10993 Georgia 45,blick-candelario@yahoo.com,849b780f-0385-4ae4-a14e-eb878510570f,Candelario Blick,Damascus,"-84,71",GA,Affiliate,"dezembro 20, 1991",39841,"31,34","novembro 7, 2018, 1:56 PM"
1975,21609 Liv 306,kulas-armani@yahoo.com,f4d5a418-60e6-4de0-b78a-d3a7a41ea4a3,Armani Kulas,Hale,"-93,37",MO,Organic,"setembro 6, 1973",64643,"39,7","junho 5, 2018, 3:22 PM"
1976,67945 Stoddard Avenue,bill.pacocha@gmail.com,aa6e5e2c-7713-47be-b03d-7a012e7b1bb4,Bill Pacocha,Anchor Point,"-151,72",AK,Affiliate,"março 16, 1960",99556,"59,85","março 21, 2018, 9:12 PM"
1977,12851 Range Line Road,tiana-parisian@yahoo.com,968215a5-e2e1-432e-95b3-c341471d14c5,Tiana Parisian,Houstonia,"-93,28",MO,Organic,"novembro 21, 1995",65333,"38,9","março 7, 2018, 8:56 AM"
1978,242-254 Old Y O Crossing Road,giuseppe.morar@hotmail.com,2660d6d2-6dab-4ea5-a5a5-1bae02dda7f0,Giuseppe Morar,Dexter,"-104,57",NM,Facebook,"abril 14, 1988",88230,"33,2","setembro 20, 2016, 5:42 PM"
1979,48908 310th Avenue,trudie-armstrong@gmail.com,099580f9-2949-4608-ad81-93d0f4a1210d,Trudie Armstrong,Russell,"-93,15",IA,Affiliate,"maio 3, 1997",50238,"41,03","junho 20, 2017, 11:37 PM"
1980,1803 Mier Avenue,geraldine.kiehn@hotmail.com,81d0b4d5-81a7-436b-b1fb-655c8a8da35c,Geraldine Kiehn,Zapata,"-99,25",TX,Organic,"dezembro 6, 1986",78076,"26,92","outubro 23, 2017, 1:05 PM"
1981,6311 Wallace Road,marks-novella@gmail.com,4687577e-c644-45f3-b11b-aa1e39adc1c1,Novella Marks,Meridian,"-88,46",MS,Organic,"maio 20, 1978",39301,"32,25","fevereiro 16, 2018, 10:55 AM"
1982,5874 500th Avenue,tillman-javier@gmail.com,bb0f1d84-f517-41a6-ae52-c6ea651a5a7e,Javier Tillman,Miles,"-90,32",IA,Organic,"julho 31, 1994",52064,"42,08","abril 24, 2017, 7:20 AM"
1983,27687 Northwest 1980th Road,christophe.wilderman@hotmail.com,c179d625-2d7c-4ce9-b176-7c87bb6d7d2a,Christophe Wilderman,Garnett,"-95,25",KS,Facebook,"abril 30, 1981",66032,"38,3","março 23, 2019, 4:56 PM"
1984,463 County Road 517,khalil.kiehn@hotmail.com,f7bc1801-ecd0-4c6e-a73d-442ddb6287f1,Khalil Kiehn,Creede,"-106,95",CO,Affiliate,"agosto 14, 1964",81130,"37,84","dezembro 28, 2017, 9:05 AM"
1985,7866-8194 Byrn Grwyn Road,sanford.noelia@yahoo.com,16ac03ca-68d4-49a4-9d9f-dfdf72d07108,Noelia Sanford,Barneveld,"-89,9",WI,Facebook,"outubro 11, 1994",53507,"43,05","março 5, 2018, 8:59 PM"
1986,4000 South Kinney Coulee Road,weber-gino@yahoo.com,314ef100-7692-4ec3-bf83-bd16d4c0a3a7,Gino Weber,Onalaska,"-91,16",WI,Twitter,"fevereiro 25, 1979",54650,"43,87","janeiro 25, 2019, 3:41 AM"
1987,100-112 Day Street,ondricka-madge@yahoo.com,98ff59e1-1c8d-42d2-848f-890f8ce1d989,Madge Ondricka,Ramona,"-116,88",CA,Organic,"novembro 7, 1959",92065,"33,04","setembro 14, 2017, 1:44 AM"
1988,2525 Rocky Mountain Road,charley-renner@yahoo.com,74a52e92-cd30-47b0-88c3-d75a85ed8880,Charley Renner,Darby,"-114,16",MT,Affiliate,"dezembro 29, 1960",59829,"46,06","novembro 25, 2017, 8:18 PM"
1989,407 Stinson Street,lemke-adrian@yahoo.com,b9fe3d3c-7368-4fb1-991c-bf2c0db9f3ea,Adrian Lemke,Pittsfield,"-69,39",ME,Affiliate,"fevereiro 22, 1973",4967,"44,78","agosto 11, 2017, 7:47 AM"
1990,105-361 Haase Road,elvis.goyette@hotmail.com,85fbd049-cb26-4744-a3d1-8dd734534a53,Elvis Goyette,Ryegate,"-109,44",MT,Google,"fevereiro 27, 1972",59074,"46,19","janeiro 2, 2018, 10:48 AM"
1991,1213 East Co Road 600 North,carter.lizeth@gmail.com,1fbf54eb-3a28-4c17-9b10-fc04c578bf55,Lizeth Carter,Logansport,"-86,35",IN,Google,"setembro 9, 1979",46947,"40,85","agosto 17, 2016, 6:59 AM"
